class,support,precision,recall_sensitivity,specificity,f1,auc_ovr,mean_correct_confidence
AKIEC,61,0.5769230769230769,0.4918032786885246,0.977710233029382,0.5309734513274337,0.933296792731742,0.6654475546809381
BCC,504,0.8920570264765784,0.8690476190476191,0.9025735294117647,0.8804020100502512,0.9553607901493931,0.8288125666406376
BEN_OTH,9,0.6666666666666666,0.2222222222222222,0.9990375360923965,0.3333333333333333,0.9439632124906426,0.3566593854333945
BKL,109,0.5412844036697247,0.5412844036697247,0.946751863684771,0.5412844036697247,0.8573047649754277,0.7657304574798832
DF,10,0.7777777777777778,0.7,0.9980732177263969,0.7368421052631579,0.9885356454720617,0.7642654809897326
INF,10,0.375,0.3,0.9951830443159922,0.3333333333333333,0.9188824662813102,0.5937689032556612
MAL_OTH,2,0.0,0.0,1.0,0.0,0.5497131931166348,
MEL,90,0.6555555555555556,0.6555555555555556,0.9676409185803758,0.6555555555555556,0.9358269543029459,0.8714858307964621
NV,149,0.8648648648648649,0.8590604026845637,0.9777530589543938,0.8619528619528619,0.9733409978275639,0.8685177922207445
SCCKA,95,0.5546875,0.7473684210526316,0.9401888772298006,0.6367713004484304,0.9414811951179103,0.7911389737665436
VASC,9,0.7,0.7777777777777778,0.9971126082771896,0.7368421052631579,0.9577585284996257,0.9083708552484696
